,Processor,Screen Size(inch),RAM(GB),Graphics Card,brand,SSD(GB),HDD(GB),link,OS,Normal,price EG,store
1781,intel core i5 135g7,12.3,8.0,iris plus  ,microsoft,256.0,0.0,https://2b.com.eg/en/microsoft-surface-pro-7-plus-intelr-coretm-i5-1135g7-8gb-256gb-ssd-intelr-iristm-plus-graphics-12-3-pixelsensetm-multi-touch-win10-platinum.html,2,1,20699.0,2b
1782,amd 5 5500u,14.0,8.0,ryzen 5 5500u ,lenovo-ideapad,512.0,0.0,https://2b.com.eg/en/lenovo-flex-5-14alc05-amd-ryzen-5-5500u-8gb-512gbssd-integrated-graphics-14-0-fhd-win10-platinum-grey.html,2,1,17449.0,2b
1783,intel core i3 005g1,15.6,4.0,intel uhd  ,dell,0.0,1000.0,https://2b.com.eg/en/dell-vostro-3501-intelr-coretm-i3-1005g1-4gb-1tb-intel-uhd-graphics-15-6-hd-black.html,1,1,8739.0,2b
1785,amd 5 3500u,15.6,4.0,ryzen 5 3500u ,lenovo,0.0,1000.0,https://2b.com.eg/en/lenovo-v15-amd-ryzen-5-3500u-4gb-1tb-amd-redeon-graphics-15-6-hd-black.html,1,1,10149.0,2b
1786,amd 3 3250u,15.6,4.0,ryzen 3,lenovo,0.0,1000.0,https://2b.com.eg/en/lenovo-v15-amd-ryzen-3-3250u-4gb-1tb-amd-redeon-graphics-15-6-hd-black.html,1,1,8549.0,2b
1787,intel core i3 005g1,14.0,4.0,intel uhd  ,msi,256.0,0.0,https://2b.com.eg/en/msi-mdrn14-b10mw-intelr-coretm-i3-10110u-4gb-256gbssd-intel-uhd-graphics-14-0-hd-black.html,1,1,10609.0,2b
1788,intel core i5 135g7,15.6,8.0,mx330 2gb ,acer,0.0,1000.0,https://2b.com.eg/en/acer-aspire-3-a315-57g-55l4-intelr-coretm-i5-1035g1-8gb-1tb-nvidiar-geforcer-mx330-2gb-15-6-fhd-win10-black.html,2,1,12049.0,2b
1790,intel core i7 195g7,15.6,8.0,mx330 2gb ,acer,128.0,1000.0,https://2b.com.eg/en/acer-a315-57g-753y-a3-intelr-coretm-i7-1065g7-8gb-1tb-128gbssd-nvidiar-geforcer-mx330-2gb-15-6-fhd-win10-black.html,2,1,15299.0,2b
1792,intel core i7 195g7,15.6,16.0,gtx 1650 4gb ,lenovo,256.0,1000.0,https://2b.com.eg/en/lenovo-gaming-3-intelr-coretmi7-10750h-16gb-1tb-256gbssd-nvidiar-geforcer-gtx-1650-4gb-15-6-fhd-black.html,1,0,27349.0,2b
1794,intel core i7 195g7,15.6,16.0,geforce gtx 1650 4g ,asus,512.0,0.0,https://2b.com.eg/en/asus-rog-strix-g531gt-bq165t-intelr-coretm-i7-9750h-16gb-512gb-ssd-nvidia-geforce-gtx-1650-4g-15-6-win-10.html,2,1,24009.0,2b
1796,intel core i3 005g1,15.6,4.0,intel hd  ,lenovo,0.0,1000.0,https://2b.com.eg/en/lenovo-v15-intelr-coretm-ci3-8130u-4gb-1tb-intelhd-graphics-15-6-hd-black.html,1,1,8269.0,2b
1797,intel core i5 135g7,14.0,8.0,mx250 2gb ,acer,512.0,0.0,https://2b.com.eg/en/acer-sf514-54gt-56tu-intelr-coretm-i5-1035g1-8gb-512gbssd-nvidiar-geforcer-mx250-2gb-14-0fhd-touch-win10-white.html,2,1,21099.0,2b
1799,intel core i5 135g7,15.6,8.0,mx130 2gb ,hp,0.0,1000.0,https://2b.com.eg/en/hp-pavilion-laptop-15-eg0051ne-intelr-coretm-i5-1135g7-8gb-1tb-nvidiar-geforcer-mx130-2-gb-15-6-fhd-win10-natural-silver.html,2,1,18509.0,2b
1800,intel core i7 195g7,15.6,16.0,gtx1660 ti 6gb ,lenovo,512.0,1000.0,https://2b.com.eg/en/lenovo-legion-5-intelr-coretmi7-10750h-16gb-1tb-512gbssd-nvidiar-geforcer-gtx1660-6gb-15-6-fhd-win10-black.html,2,1,27349.0,2b
1801,amd 5 3500u,15.6,8.0,ryzen 5 3500u ,lenovo,512.0,0.0,https://2b.com.eg/en/lenovo-ideapad-3-15ada6-amd-ryzen-5-3500u-8gb-512gb-ssd-amd-radeon-graphics-15-6-fhd-win10-abyss-blue.html,2,1,10809.0,2b
1802,intel core i7 195g7,15.6,16.0,geforce gtx 1650 4gb ,acer,512.0,0.0,https://2b.com.eg/en/acer-a715-75g-79fj-intelr-coretm-i7-10750h-16gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-15-6-fhd-black.html,1,1,18499.0,2b
1803,intel core i7 195g7,15.6,16.0,geforce rtx 3060 6gb ,dell,512.0,0.0,https://2b.com.eg/en/dell-5510-g15-e003-intelr-coretm-i7-10870h-16gb-512gbssd-nvidiar-geforce-rtxtm-3060-6gb-15-6-fhd-gray.html,1,1,28409.0,2b
1804,intel core i7 195g7,15.6,8.0,intel iris xe  ,lenovo,256.0,1000.0,https://2b.com.eg/en/lenovo-ideapad-5-15itl05-intelr-coretm-i7-1165g7-8gb-256gb-ssd-intel-iris-xe-graphics-15-6-fhd-grey.html,1,1,14409.0,2b
1805,intel core i5 135g7,14.0,8.0,iris xe  ,acer,512.0,0.0,https://2b.com.eg/en/acer-swift-5-sf514-55gt-53lf-intelr-coretm-i5-1135g7-8gb-512gb-ssd-intelr-irisr-xe-graphics-14-fhd-win10-black.html,2,1,19099.0,2b
1806,intel core i7 195g7,14.0,8.0,mx330 2gb ,asus,512.0,0.0,https://2b.com.eg/en/asus-vivobook-14-k413ep-ek007t-intelr-coretm-i7-1165g7-8gb-512gb-ssd-nvidiar-geforcer-mx330-2gb-14-fhd-win10-transparent-silver.html,2,1,15949.0,2b
1808,intel core i5 135g7,15.6,8.0,gtx 1650 4gb ,lenovo,256.0,1000.0,https://2b.com.eg/en/lenovo-gaming-3-intelr-coretm-i5-10300h-8gb-1tb-256gb-ssd-nvidiar-geforcer-gtx-1650-4gb-15-6-fhd-win10-black.html,2,0,16409.0,2b
1813,intel core i5 135g7,15.6,8.0,mx330 2gb ,acer,128.0,1000.0,https://2b.com.eg/en/acer-aspire-3-a315-57g-59rg-intelr-coretm-i5-1035g1-8gb-1tb-128gb-ssd-nvidiar-geforcer-mx330-2gb-15-6-fhd-win10-black.html,2,1,11309.0,2b
1814,intel core i5 135g7,13.3,8.0,mx450 2gb ,hp,512.0,0.0,https://2b.com.eg/en/hp-envy-laptop-13-ba1021ne-intelr-coretm-i5-1135g7-8gb-512gbssd-nvidiar-geforcer-mx-450-2gb-13-3-fhd-wi10-silver.html,2,1,18609.0,2b
1815,intel core i7 195g7,14.0,8.0,iris xᵉ  ,infinx,512.0,0.0,https://2b.com.eg/en/infinx-inbook-x2-intelr-coretm-i7-1065g7-8gb-512gb-ssd-intelr-irisr-x-graphics-14-fhd-win11-blue.html,2,1,13109.0,2b
1816,intel core i5 135g7,14.0,8.0,iris xᵉ  ,infinx,512.0,0.0,https://2b.com.eg/en/infinx-inbook-x2-intelr-coretm-i5-1035g1-8gb-512gb-ssd-intelr-irisr-x-graphics-14-fhd-win11-red.html,2,1,10909.0,2b
1817,amd 7 5800h,15.6,16.0,geforce rtx 3050 ti 4g,asus,512.0,0.0,https://2b.com.eg/en/asus-rog-zephyrus-g14-ga401qe-hz053t-amd-ryzentm-7-5800hs-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-ti-4gb-15-6-fhd-win10-eclipse-gray.html,2,1,27649.0,2b
1821,intel core i7 195g7,15.6,16.0,geforce gtx 1650 4gb ,asus,256.0,1000.0,https://2b.com.eg/en/asus-vivobook-x571lh-bq007t-intelr-coretmi7-10870h-16gb-1tb-256gb-ssd-nvidia-geforce-gtx-1650-4gb-15-6-fhd-win10-star-black.html,2,1,18609.0,2b
1822,intel core i3 005g1,15.6,4.0,intel uhd  ,lenovo,0.0,1000.0,https://2b.com.eg/en/lenovo-ideapad-3-15itl6-intelr-coretm-i3-1115g4-4gb-1tb-intel-uhd-graphics-15-6-fhd-sand.html,1,1,8739.0,2b
1824,intel core i7 195g7,15.6,16.0,geforce mx350 2gb ,dell,256.0,1000.0,https://2b.com.eg/en/dell-vostro-3510-intelr-coretmi7-1165g7-16gb-1tb-256gb-ssd-nvidiar-geforce-mx350-2gb-15-6-fhd-black.html,1,1,17849.0,2b
1825,amd 5 5600h,15.6,8.0,geforce gtx 1650 4gb ,hp,512.0,0.0,https://2b.com.eg/en/hp-pavilion-15-ec2008ca-gaming-amd-ryzen-5-5600h-8gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-15-6-fhd-win10-black.html,2,0,16409.0,2b
1828,intel core i5 51135g,15.6,8.0,iris xᵉ  ,lenovo,256.0,1000.0,https://2b.com.eg/en/lenovo-ideapad-5-15itl05-intelr-coretm-i51135g7-8gb-1tb-256gb-ssd-intelr-irisr-x-graphics-15-6-fhd-abyss-blue.html,1,1,12349.0,2b
1830,amd 7 5800h,15.6,16.0,rtx 3050 ti 4gb ,hp,256.0,1000.0,https://2b.com.eg/en/hp-pavilion-gaming-15-ec2047ne-amd-ryzentm-7-5800h-16gb-1tb-256gb-ssd-nvidiar-geforcer-rtxtm-3050-ti-4gb-15-6-fhd-win11-black.html,2,0,24009.0,2b
1831,amd 5 4500u,13.3,8.0,amd radeon  ,hp,512.0,0.0,https://2b.com.eg/en/hp-envy-x360-convertible-13-ay0017ne-amd-ryzentm-5-4500u-8gb-512gb-ssd-amd-radeontm-graphics-13-3-fhd-multi-touch-win10-black.html,2,1,17849.0,2b
1836,intel core i7 195g7,15.6,16.0,geforce rtx 3060 6gb ,dell,512.0,0.0,https://2b.com.eg/en/dell-inspiron-5511-g15-e0004-intelr-coretm-i7-11800h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3060-6gb-15-6-fhd-black.html,1,1,28749.0,2b
1840,intel core i7 195g7,15.6,16.0,gtx 1650 4gb ,lenovo,512.0,1000.0,https://2b.com.eg/en/lenovo-gaming-3-intelr-coretm-i7-10750h-16gb-1tb-512gbssd-nvidiar-geforcer-gtx-1650-4gb-15-6-fhd-black.html,1,0,13549.0,2b
1841,intel core i5 135g7,14.0,8.0,intel iris xe  ,msi,512.0,0.0,https://2b.com.eg/en/msi-modern-14-intelr-coretm-i5-1155g7-8gb-512gb-ssd-intel-iris-xe-graphics-14-fhd-win10-black.html,2,1,11309.0,2b
1843,intel core i7 195g7,14.0,8.0,intel iris xe  ,msi,512.0,0.0,https://2b.com.eg/en/msi-modern-14-intelr-coretm-i7-1165g7-8gb-512gb-ssd-intel-iris-xe-graphics-14-fhd-win10-grey.html,2,1,17449.0,2b
1844,intel core i7 195g7,14.0,8.0,geforce mx350 2gb ,acer,512.0,0.0,https://2b.com.eg/en/acer-swift-5-sf514-55gt-76d6-intelr-coretm-i7-1165g7-8gb-512gb-ssd-nvidia-geforce-mx350-2gb-14-fhd-win10-black.html,2,1,19649.0,2b
1845,intel core i5 135g7,14.0,8.0,intel uhd  ,msi,512.0,0.0,https://2b.com.eg/en/msi-modern-14-b10mw-intelr-coretm-i5-10210u-8gb-512gb-ssd-intel-uhd-graphics-14-fhd-black.html,1,1,12349.0,2b
1846,intel core i5 135g7,15.6,8.0,intel iris xe  ,lenovo,512.0,0.0,https://2b.com.eg/en/lenovo-ideapad-5-15itl05-intelr-core-i5-1135g7-8gb-512gb-ssd-intel-iris-xe-graphics-15-6-fhd-abyss-blue.html,1,1,12049.0,2b
1847,intel core i5 135g7,15.6,8.0,geforce gtx 1650 4gb ,hp,512.0,0.0,https://2b.com.eg/en/hp-pavilion-15-dk2057ne-intelr-coretm-i5-11300h-8gb-512gbssd-nvidia-geforce-gtx-1650-4gb-15-6-fhd-win10.html,2,1,20999.0,2b
1853,intel core i7 195g7,15.6,16.0,gtx 1650 4gb ,acer,256.0,1000.0,https://2b.com.eg/en/acer-an5-intelr-coretm-i7-10750h-16gb-1tb-256gbssd-nvidiar-geforcer-gtx-1650-4gb-15-6-fhd-black.html,2,1,24409.0,2b
1857,intel core i5 135g7,15.6,8.0,geforce rtx 3060 6gb ,msi,512.0,0.0,https://2b.com.eg/en/msi-gf65-10ud-intelr-coretmi5-10500h-8gb-512gbssd-nvidiar-geforce-rtxtm-3060-6gb-15-6-fhd-win10-black.html,2,1,24009.0,2b
1859,amd 5 3500u,14.0,4.0,ryzen 5 3500u ,hp,256.0,0.0,https://2b.com.eg/en/hp-245-g7-notebook-amd-ryzen-5-3500u-4gb-256gb-ssd-amd-radeontm-graphics-14-0-hd-black.html,1,1,9879.0,2b
1860,amd 7 5700u,13.3,8.0,ryzen 7 5700u ,lenovo,512.0,0.0,https://2b.com.eg/en/lenovo-yoga-6-13alc6-amd-ryzen-7-5700u-8gb-512gbssd-intelr-uhd-graphics-600-13-3-fhd-blue.html,1,1,21349.0,2b
1861,intel core i7 195g7,13.3,8.0,iris xᵉ  ,hp,512.0,0.0,https://2b.com.eg/en/hp-pavilion-13-bb0009ne-intelr-coretm-i7-1165g7-8gb-512gbssd-intelr-irisr-x-graphics-13-3-fhd-win10-silver.html,2,1,20049.0,2b
1863,intel core i7 195g7,13.3,8.0,iris xᵉ  ,hp,0.0,1000.0,https://2b.com.eg/en/hp-pavilion-13-bb0005ne-intelr-coretm-i7-1165g7-8gb-1tb-intelr-irisr-x-graphics-13-3-fhd-win10-silver.html,2,1,21849.0,2b
1864,amd 7 5800h,15.6,16.0,geforce rtx 3070 8gb ,hp,512.0,0.0,https://2b.com.eg/en/hp-omen-15z-en100-amd-ryzentm-7-5800h-16gb-512gbssd-nvidiar-geforce-rtxtm-3070-8gb-15-6-fhd-win10-black.html,2,1,36099.0,2b
1865,intel core i5 135g7,15.6,8.0,gtx 1650ti 4gb ,hp,512.0,0.0,https://2b.com.eg/en/hp-pavilion-gaming-15-dk1002nx-intelr-coretm-i5-10300h-8gb-512gbssd-nvidiar-geforcer-gtx-1650ti-4gb-15-6-fhd-black.html,1,0,19649.0,2b
1866,intel core i5 135g7,14.1,8.0,iris xᵉ  ,dell,512.0,0.0,https://2b.com.eg/en/dell-inspiron-5410-intelr-coretm-i5-1135g7-8gb-512gbssd-intelr-irisr-x-graphics-14-1-fhd-touch-gray.html,1,1,20209.0,2b
1867,intel core i5 135g7,14.0,8.0,intel iris xe  ,dell,512.0,0.0,https://2b.com.eg/en/dell-inspiron-5406-intelr-coretm-i5-1135g7-8gb-512gbssd-intel-iris-xe-graphics-14-fhd-touch-win10-grey.html,2,1,21099.0,2b
1868,intel core i7 195g7,15.6,16.0,geforce rtx 3060 6gb ,dell,0.0,1000.0,https://2b.com.eg/en/dell-inspiron-g5-15-5511-intelr-coretm-i7-11800h-16gb-1tbsdd-nvidiar-geforce-rtxtm-3060-6gb-15-6-gray.html,1,1,32749.0,2b
1869,amd 7 5800h,15.6,16.0,geforce rtx 3060 6gb ,lenovo,512.0,0.0,https://2b.com.eg/en/lenovo-legion-5-15ach6h-amd-ryzen-7-5800h-16gb-512gbssd-nvidia-geforce-rtx-3060-6gb-15-6-fhd-win10-phantom-blue.html,2,1,34449.0,2b
1870,intel core i7 195g7,15.6,16.0,geforce rtx 3050 4gb ,lenovo,256.0,1000.0,https://2b.com.eg/en/lenovo-gaming-3-intelr-coretm-i7-11370h-16gb-1tb-256gbssd-nvidiar-geforce-rtxtm-3050-4gb-15-6-fhd-win10-black.html,2,0,28409.0,2b
1871,intel core i7 195g7,15.6,16.0,rtx 3070 8gb ,msi,512.0,0.0,https://2b.com.eg/en/msi-gl66-l-11ugkv-intelr-coretm-i7-11800h-16gb-512gbssd-nvidiar-geforcer-rtxtm-3070-8gb-15-6-fhd-win10-black.html,2,1,36549.0,2b
1872,intel core i7 195g7,15.6,16.0,nvidia geforce 1660 t,lenovo,512.0,1000.0,https://2b.com.eg/en/lenovo-legion5-15imh05h-intelr-coretmi7-10750h-16gb-1tb-512gbssd-nvidiar-geforcer-1660-ti-6-gb-15-6-fhd-win10.html,2,1,32009.0,2b
1873,intel core i5 135g7,13.3,8.0,mx450 2 gb ,hp,512.0,0.0,https://2b.com.eg/en/hp-envy-13-ba1020ne-intelr-coretm-i5-1135g7-8gb-512gbssd-nvidiar-geforcer-mx450-2-gb-13-3-fhd-touch-win10-natural-silver-aluminum.html,2,1,21349.0,2b
1874,intel core i7 195g7,15.6,16.0,gtx1650 4gb ,lenovo,512.0,1000.0,https://2b.com.eg/en/lenovo-legion5-15imh05h-intelr-coretmi7-10750h-16gb-1tb-512-gbssd-nvidiar-geforcer-gtx1650-4gb-15-6-fhd-win-11.html,2,1,23549.0,2b
1876,amd 7 5700u,15.6,8.0,amd radeon  ,asus,512.0,0.0,https://2b.com.eg/en/asus-vivobook-d513ua-oled007w-amd-ryzentm-7-5700u-8gb-512gb-ssd-amd-radeon-graphics-15-6-oled-fhd-win11-black.html,2,1,12349.0,2b
1877,intel core i5 135g7,15.6,8.0,intel iris xe  ,lenovo,256.0,1000.0,https://2b.com.eg/en/lenovo-ideapad-5-15itl05-intelr-coretm-i5-1135g7-8gb-1tb-256gb-ssd-intel-iris-xe-graphics-15-6-fhd-black.html,1,1,8299.0,2b
1878,intel core i3 005g1,15.6,4.0,intel uhd  ,lenovo,0.0,1000.0,https://2b.com.eg/en/lenovo-ideapad-3-15iml05-intelr-coretm-i3-10110u-4gb-1tb-intel-iris-xe-graphics-15-6-fhd-black.html,1,1,14999.0,2b
1879,intel core i5 135g7,15.6,8.0,geforce gtx 1650 4gb ,acer,512.0,0.0,https://2b.com.eg/en/acer-a715-75g-52gz-intelr-coretm-i5-10300h-8gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-15-6-fhd-black.html,1,1,31799.0,2b
1880,intel core i5 135g7,15.6,8.0,mx250 2gb ,dell,0.0,1000.0,https://2b.com.eg/en/dell-vostro-3500-intelr-coretm-i5-1135g7-8gb-1tb-nvidiar-geforcer-mx250-2gb-15-6-fhd-black.html,1,1,13109.0,2b
1882,amd 7 5800h,15.6,16.0,geforce rtx 3050ti 4gb,lenovo,512.0,0.0,https://2b.com.eg/en/lenovo-legion-5-amd-ryzentm-7-5800h-16gb-512gbssd-nvidiar-geforce-rtxtm-3050ti-4gb-15-6-fhd-win10-black.html,2,1,27909.0,2b
1883,amd 7 5800h,15.6,16.0,geforce rtx 3050 4gb ,lenovo,256.0,1000.0,https://2b.com.eg/en/lenovo-ideapad-gaming-3-amd-ryzentm-7-5800h-16gb-1tb-256gbssd-nvidiar-geforce-rtxtm-3050-4gb-15-6-fhd-black.html,1,0,24009.0,2b
1884,intel core i7 195g7,15.6,16.0,geforce rtx 3050 ti 4g,asus,512.0,0.0,https://2b.com.eg/en/asus-tuf-fx516pe-hn001t-intelr-coretm-i7-11370h-16gb-512gbssd-nvidiar-geforce-rtxtm-3050-ti-4gb-15-6-fhd-win10-eclipse-gray.html,2,1,24609.0,2b
1885,intel core i5 135g7,15.6,8.0,gtx 1650 4gb ,hp,256.0,1000.0,https://2b.com.eg/en/hp-pavilion-gaming-15-dk2055ne-intelr-coretm-i5-11300h-8gb-1tb-256gbssd-nvidiar-geforcer-gtx-1650-4gb-15-6-fhd-win10-black.html,2,0,21349.0,2b
1886,intel core i7 195g7,15.6,16.0,geforce rtx 3060 6gb ,msi,512.0,0.0,https://2b.com.eg/en/msi-gf65-thin-10ue-intelr-coretm-i7-10750h-16gb-512gbssd-nvidiar-geforce-rtxtm-3060-6gb-15-6-fhd-win10-black.html,2,1,30399.0,2b
1888,amd 7 4800h,15.6,16.0,ryzen 7 4800h ,lenovo,512.0,1000.0,https://2b.com.eg/en/lenovo-gaming-3-amd-ryzen-7-4800h-16gb-1tb-512gbssd-nvidiar-geforcer-gtx-1650-4gb-15-6-fhd-win10-black.html,2,0,23849.0,2b
1890,intel core i3 005g1,15.6,4.0,intel uhd  ,dell,0.0,1000.0,https://2b.com.eg/en/dell-vostro-3510-intelr-coretm-i3-1115g4-4gb-1tb-ssd-intel-uhd-graphics-15-6-fhd-black.html,1,1,9309.0,2b
1891,intel core i5 135g7,15.6,4.0,intel iris xe  ,dell,0.0,1000.0,https://2b.com.eg/en/dell-vostro-3510-intelr-coretm-i5-1135g7-4gb-1tb-intel-iris-xe-graphics-15-6-fhd-black.html,1,1,12909.0,2b
1892,intel core i5 135g7,15.6,8.0,mx330 2gb ,asus,512.0,0.0,https://2b.com.eg/en/asus-vivobook-k513ep-oled005t-intelr-coretm-i5-1135g7-8gb-512gb-ssd-nvidiar-geforcer-mx330-2gb-15-6-fhd-win10-black.html,2,1,14249.0,2b
1894,intel core i3 005g1,15.6,4.0,intel uhd  ,lenovo,0.0,1000.0,https://2b.com.eg/en/lenovo-ideapad-3-15iml05-intelr-coretm-i3-10110u-4gb-1tb-intel-uhd-graphics-15-6-fhd-win10-black.html,2,1,8299.0,2b
1895,intel core i7 195g7,15.6,8.0,mx330 2gb ,asus,512.0,0.0,https://2b.com.eg/en/asus-vivobook-k513ep-bn007t-intelr-coretm-i7-1165g7-8gb-512gb-ssd-nvidiar-geforcer-mx330-2gb-15-6-fhd-win10-transparent-silver.html,2,1,16409.0,2b
1897,intel core i5 135g7,14.0,8.0,iris xᵉ  ,hp,512.0,0.0,https://2b.com.eg/en/hp-pavilion-x360-convertible-14-dy0014ne-intelr-coretm-i5-1135g7-8gb-512gb-ssd-intelr-irisr-x-graphics-14-fhd-win10-silver.html,2,1,15549.0,2b
