,Processor,Screen Size(inch),RAM(GB),Graphics Card,brand,SSD(GB),HDD(GB),link,OS,Normal,price EG,store
0,intel core i710750h 50 ghz,15.6,8.0,nvidia geforce rtx 3060,msi,512.0,0.0,https://btech.com/en/msi-gf65-laptop-intel-i7-10750h-5-0-ghz-512gb.html,2,1,32399.0,btech
1,intel core i710750h 50 ghz,15.6,16.0,nvidia geforce rtx 3060,msi,512.0,0.0,https://btech.com/en/msi-gf65-laptop-intel-i7-10750h-512gb-rtx3060.html,2,1,33749.0,btech
2,intel core i710750hh 50 ghz,15.6,24.0,nvidia geforce rtx 2070,lenovo,1000.0,0.0,https://btech.com/en/lenovo-legion-7-laptop-intel-i7-5-0-ghz-1tb.html,2,1,43065.0,btech
3,intel core i710870h 22 ghz,15.6,16.0,nvidia geforce rtx 3070 graphics,hp,1000.0,0.0,https://btech.com/en/hp-omen-15-laptop-intel-i7-10870h-2-2-ghz-1tb.html,2,1,49275.0,btech
4,intel core i71165g7,13.9,16.0,intel iris xe graphics integrated,huawei,1000.0,0.0,https://btech.com/en/huawei-matebook-x-pro-2021-grey-buds-bag.html,2,1,36999.0,btech
5,intel core i710870h,15.6,16.0,nvidia geforce rtx 3050 4gb,dell,512.0,0.0,https://btech.com/en/dell-g15-5510-i7-10870h-512gb-16gb-ubn-backpk.html,1,0,24499.0,btech
6,intel core i710750h,15.6,16.0,nvidia geforce gtx1660 ti 6gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-legion-5-i7-10750h-1tb-512-win-10-backpk.html,2,0,28599.0,btech
7,amd ryzen 7 5800hs  octa core,14.0,16.0,nvidia geforce rtx 3050 4gb,asus,16.0,0.0,https://btech.com/en/asus-laptop-rog-zephyrusg14-ga401qck2145t.html,2,1,27399.0,btech
8,intel core i710750h 26 ghz,15.6,16.0,intel uhd graphics,hp,512.0,0.0,https://btech.com/en/hp-omen-laptop-intel-i7-10750h-2-6-ghz-1tb-512gb.html,2,1,40499.0,btech
9,intel core i711800h octa core ,15.6,16.0,nividia geforce rtx 3060 6gb,dell,16.0,0.0,https://btech.com/en/dell-grey-inspiron5511-g15e0004-laptop.html,1,1,23500.0,btech
10,intel core i510500h,15.6,8.0,nvidia gtx 1650 4g,msi,256.0,0.0,https://btech.com/en/msi-gf63laptop-intel-1t-256gb-ssd-8ram-nvidia.html,1,1,17999.0,btech
11,intel core i71165g7,15.6,8.0,intel iris xe,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad5-1tb-256ssd-8gb-blu.html,1,1,15599.0,btech
12,intel core i71165g7,15.6,8.0,nvidia mx330 2gb,asus,512.0,0.0,https://btech.com/en/asus-k513i7-laptop-i7-15-6inch-512gb-ssd-8gb.html,2,0,17399.0,btech
13,amd ryzen 7 3700u,15.6,8.0,radeon vega 8 graphics,vaio,512.0,0.0,https://btech.com/en/vaio-e15-ryzen-7-3700u-512gb-8gb-w10-sl.html,2,1,16399.0,btech
14,amd athlon gold 3150u,15.6,4.0,amd radeon graphics integrated,hp,0.0,1000.0,https://btech.com/en/hp-15-gw0056nia-athlon-3150u-1tb-4gb-bk.html,1,1,7899.0,btech
15,intel core i51135g7,12.3,8.0,intel iris plus graphics,microsoft,256.0,0.0,https://btech.com/en/microsoft-surface-pro7plus-laptop-i5-12-3inch.html,2,1,34999.0,btech
16,intel core i71165g7,15.6,8.0,intel iris xe,lenovo,512.0,0.0,https://btech.com/en/lenovo-ideapad5-512ssd-8gb-blu.html,1,1,15599.0,btech
17,intel,15.6,8.0,nvidia mx350 2g,hp,128.0,0.0,https://btech.com/en/hp-15-dw3019ne-laptop-windows-10-silver.html,2,1,15199.0,btech
18,intel core i71165g7,14.0,8.0,intel iris xe,msi,512.0,0.0,https://btech.com/en/msi-modern-14b11mol-corei7-14-512ssd-8-win10.html,2,1,15999.0,btech
19,intel core i51135g7,15.6,8.0,intel iris xe graphics,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-5-i5-1135g7-1tb-256gb-dos-bl.html,1,1,12799.0,btech
20,intel core i711800h,15.6,16.0,nvidia geforce rtx 3060 6gb,dell,1000.0,0.0,https://btech.com/en/dell-g15-5511-spl-ed-i7-11800h-1tb-16gb-bk-1648644336.html,1,1,27999.0,btech
21,intel core i9 ,16.0,16.0,amd radeon pro 5500m with 4gb of gddr6,apple,1000.0,0.0,https://btech.com/en/apple-macbook-pro-i9-1tbssd-16gb-spacegray.html,0,1,78165.0,btech
22,intel core i7 ,16.0,16.0,amd radeon pro 5300m with 4gb of gddr6,apple,512.0,0.0,https://btech.com/en/apple-macbook-pro-i7-512ssd-16gb-silver.html,0,1,67365.0,btech
23,intel core i5 ,13.0,8.0,intel iris plus graphics,apple,512.0,0.0,https://btech.com/en/apple-macbookair-i5-512ssd-8gb-gold.html,0,1,39015.0,btech
24,intel core i3 ,13.0,8.0,intel iris plus graphics,apple,256.0,0.0,https://btech.com/en/apple-macbookair-i3-256ssd-8gb-gold.html,0,1,31725.0,btech
25,apple m1 pro chip decacore,14.2,16.0,apple m1 pro gpu 16 cores,apple,1000.0,0.0,https://btech.com/en/apple-macbook-pro-2021-1tb-10c-16gb-16c-sl.html,0,1,76999.0,btech
26,apple m1 pro chip decacore,14.2,16.0,apple m1 pro gpu 16 cores,apple,1000.0,0.0,https://btech.com/en/apple-macbook-pro-2021-1tb-10c-16gb-16c-sp-gr-1648635037.html,0,1,73999.0,btech
27,apple m1 pro chip octacore,14.2,16.0,apple m1 pro gpu 14 cores,apple,512.0,0.0,https://btech.com/en/apple-macbook-pro-2021-512gb-16gb-sp-gr.html,0,1,63999.0,btech
28,apple m1 chip octacore,13.3,8.0,apple m1 gpu 8 cores,apple,512.0,0.0,https://btech.com/en/apple-macbook-pro-512gb-8gb-sp-gr-86544893.html,0,1,43550.0,btech
29,amd ryzen 75800h,15.6,16.0,nvidia geforce rtx 3070 8gb,hp,512.0,0.0,https://btech.com/en/hp-omen15z-en100-16gb-octacore-nvidia-win10.html,2,1,36099.0,btech
30,apple m1 chip octacore,13.0,8.0,integrated apple m1 gpu 7 cores,apple,256.0,0.0,https://btech.com/en/apple-macbook-air-m1-256gb-8gb-7c-gpu-sp-gy.html,0,1,36999.0,btech
31,amd ryzen 7 5800h,15.6,16.0,nvidia geforce rtx 3070 8g ddr6,lenovo,1000.0,0.0,https://btech.com/en/lenovo-laptop-15ach6h-mouse-m300.html,1,0,36494.0,btech
32,intel core i71165g7,13.3,16.0,intel uhd graphics,hp,1000.0,0.0,https://btech.com/en/hp-envy13-ba1018ne-16gb-quadcore-corei7-win10.html,2,1,27299.0,btech
33,amd ryzen 95900hx  octa core,13.4,16.0,nividia geforce gtx 1650 4gb,asus,1000.0,0.0,https://btech.com/en/asus-rogflowx13gv301qh-k5098t-laptop-1648121055.html,2,1,30000.0,btech
34,intel core i710750h,15.6,16.0,nvidia rtx 3060 6g,msi,1000.0,0.0,https://btech.com/en/msi-gf65-thinlaptop-intel-1t-ssd-16ram-nvidia-1648555246.html,2,1,25500.0,btech
35,intel core i71165g7,13.3,16.0,intel iris xe graphics,asus,1000.0,0.0,https://btech.com/en/asus-zenbookux325ea-kg287t-16gb-corei7-intel-win10.html,2,1,24199.0,btech
36,intel core i711800h  octa core,15.6,16.0,nvidia geforce rtx 3050 ti 4g,lenovo,16.0,0.0,https://btech.com/en/lenovo-legion5-15ith6-laptop-mp226.html,1,0,26399.0,btech
37,intel core i71165g7,13.3,16.0,intel iris xe graphics,lap,1000.0,0.0,https://btech.com/en/asus-zenbookflip-ux363ea-oled007t-grey.html,1,1,25750.0,btech
38,intel core i710750h 50 ghz,15.6,16.0,nvidia geforce rtx 2060,asus,512.0,0.0,https://btech.com/en/asus-rog-strix-g15-laptop-intel-i7-5-0-ghz-512gb.html,2,1,33615.0,btech
39,intel corei711800h 50 ghz,15.6,16.0,nvidia,dell,512.0,0.0,https://btech.com/en/dell-inspiron-gaming-laptop-intel-i7-15-6-512gb.html,1,0,24888.0,btech
40,intel core i711370h 33  48 ghz,15.6,8.0,nvidia geforce rtx 3050 4gb,asus,512.0,0.0,https://btech.com/en/asus-tuf-dash-f15-fx516pc-hn001t-laptop-15-6-512gb.html,2,1,24777.0,btech
41,intel core i51035g7 37 ghz,13.5,8.0,intel iris plus graphics,microsoft,256.0,0.0,https://btech.com/en/microsoft-surface-laptop-3-intel-i5-3-7-ghz-256gb.html,2,1,33075.0,btech
42,intel core i510500h,15.6,8.0,nvidia rtx 3060 4g,msi,512.0,0.0,https://btech.com/en/msi-gf65-thin-laptop-intel-512gb-ssd-8ram-nvidia-1648555428.html,2,1,21299.0,btech
43,intel core i71165g7  quad core,13.3,16.0,intel iris x graphics,asus,1000.0,0.0,https://btech.com/en/asus-zenbook13-ultraslim-ux325eakg287t-mp34.html,2,1,23777.0,btech
44,intel core i711370h,15.6,16.0,nvidia geforce rtx 3050 ti 4g,asus,512.0,0.0,https://btech.com/en/asus-f15-fx516pe-hn001t-laptop-core-i7-11370h-15-6-inch-grey.html,2,1,22999.0,btech
45,i710510u,15.6,16.0,nvidia geforce mx130,hp,128.0,0.0,https://btech.com/en/hp-15-da2396ne-i7-10510u-1tb-128gb-w10-1648548457.html,2,1,19774.0,btech
46,amd ryzen 7 4800h 29 ghz,15.6,16.0,nvidia geforce gtx 1650 4gb,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-gaming-3-laptop-amd-15-6-1tb-256gb-wt.html,1,0,19717.0,btech
47,amd ryzen 7 4800h,17.3,16.0,amd rx5500m gddr6 4gb,msi,256.0,0.0,https://btech.com/en/msi-bravo-17a4ddr-amd-ryzen7-17-3-1tb-256-16-win10-1648121488.html,2,1,19000.0,btech
48,intel core i51135g7,13.3,8.0,nvidia geforce mx 450 2gb,hp,512.0,0.0,https://btech.com/en/hp-envy-13-ba1021ne-i5-1135g7-512gb-sl-1646051846.html,2,1,18399.0,btech
49,intel core i71165g7,14.0,8.0,nvidia geforce mx330 2gb gddr5,asus,512.0,0.0,https://btech.com/en/asus-vivobookk413epeb164t-laptop-i7-1165g7-14inch-512gb-8gb-1648548022.html,2,1,17300.0,btech
50,intel core i51135g7,13.3,8.0,intel iris xe graphics,asus,512.0,0.0,https://btech.com/en/asus-ux325ea-kg235t-i5-1135g7-512gb-gy-1631794914.html,2,1,17820.0,btech
51,intel core i510200h,15.6,8.0,nvidia geforce gtx 1650 4gb,dell,512.0,0.0,https://btech.com/en/dell-g15-5510-i5-10200h-512gb-8gb-ubuntu-1648748714.html,1,0,16800.0,btech
52,intel core i71065g7  quad core,15.6,8.0,nvidia geforce mx330 2gb,acer,8.0,0.0,https://btech.com/en/acer-aspire3a315-57g753y-laptop-mp264-1648547231.html,2,1,12999.0,btech
53,intel core i51135g7,15.6,8.0,intel iris xe graphics,asus,512.0,0.0,https://btech.com/en/asus-laptop-b1500ceae-ej0605r.html,2,1,15377.0,btech
54,intel core i3 1115g4,12.3,8.0,intel iris plus graphics,microsoft,128.0,0.0,https://btech.com/en/microsoft-surface-pro7plus-laptop-12-3-inch.html,2,1,24399.0,btech
55,intel core i510300h,15.6,8.0,nvidia geforce gtx 1650 ti graphics 4gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-ideapadgaming381y4016eax-laptop-i510300h-black.html,1,0,16066.0,btech
56,intel core i51035g1,14.0,8.0,nvidia geforce mx250 2gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-flex-5-14iil05-i5-1035g1-8gb-gy.html,2,1,16999.0,btech
57,intel core i51135g7,15.6,12.0,intel iris xe graphics integrated,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-3-laptop-i5-1135g7-arctic-grey.html,2,1,14399.0,btech
58,intel corei51035g1 10  36 ghz,14.0,8.0,intel iris xe graphics,infinix,512.0,0.0,https://btech.com/en/infinix-inbook-x2-laptop-intel-i5-14-512gb-8gb-blue.html,2,1,10909.0,btech
59,amd ryzen 7 3700u  quad core,15.6,8.0,integrated amd radeon rx vega 10,lenovo,512.0,0.0,https://btech.com/en/lenovo-ideapad3-15ada6-laptop-mp163.html,1,1,12177.0,btech
60,intel core i51035g1,15.6,8.0,intel uhd graphics  integrated ,hp,0.0,1000.0,https://btech.com/en/hp-250-g8-laptop-intel-core-i5-1035g1-astroid-silver.html,1,1,11299.0,btech
61,amd ryzen 5 5500u,15.6,8.0,amd radeon graphics integrated,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-3-15alc6-laptop-ryzen-5-5500u-blue.html,2,1,11212.0,btech
62,amd ryzen 5 5500u  hexa core,15.6,8.0,integrated amd radeon graphics,lenovo,8.0,0.0,https://btech.com/en/lenovo-ideapad3-15alc6-laptop-mp224.html,2,1,11211.0,btech
63,ryzen 5 5500u,15.6,8.0,amd radeon graphics  integrated,hp,256.0,0.0,https://btech.com/en/hp-15-ef2127wm-laptop-amd-ryzen-5-5500u-silver.html,2,1,10899.0,btech
64,ryzen 5 5500u,15.6,8.0,amd radeon graphics integrated,hp,256.0,0.0,https://btech.com/en/hp-15-ef2126wm-laptop-amd-ryzen-5-5500u-spruce-blue.html,2,1,10777.0,btech
65,amd ryzen 3 3250u 26 ghz,14.0,4.0,amd radeon graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-v14-laptop-amd-ryzen-3-3250u-14-1tb-4gb.html,1,1,6969.0,btech
66,intel core i711800h,15.6,16.0,nvidia geforce rtx 3050 ti card 4gb,lap,512.0,0.0,https://btech.com/en/asus-tuf-f15-fx506heb-bq229t-i7-11800h-eclipse-gray.html,1,1,23590.0,btech
67,amd ryzen 5 3500u 37 ghz,27.0,16.0,amd radeon vega 8 graphics,hp,512.0,0.0,https://btech.com/en/hp-all-in-one-laptop-amd-3-7-ghz-1tb-hdd-512gb.html,2,1,26933.0,btech
68,ايه amd ryzen 54600h,15.6,16.0,nvidia gtx 1650ti 4gb,lap,256.0,0.0,https://btech.com/en/lenovo-legion-5-laptop-amd-ryzen-5-4600h-15-6-1-tb-265-gb-16gb-nvidia-geforce-gtx-1650ti-4gb-win-10-blk.html,1,1,18999.0,btech
69,intel core i710870h  octa core,15.6,16.0,nvidia geforce gtx 1650 4g,asus,256.0,0.0,https://btech.com/en/asus-vivobook15-x571lh-bq007t-mp38.html,2,1,18808.0,btech
70,intel core i71165g7,15.6,8.0,nvidia geforce mx450 2gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-15itl6-1tb-abyss-blue.html,1,1,15379.0,btech
71,intel core i51135g7,15.6,8.0,intel iris xe graphics,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-5-i5-1135g7-1tb-256gb-dos-gy-1646926255.html,1,1,12299.0,btech
72,intel core i310110u,15.6,8.0,intel uhd graphics integrated,huawei,256.0,0.0,https://btech.com/en/huawei-matebook-d-15-i3-10110u-256gb-8gb-w10-1642427795.html,2,1,11066.0,btech
73,intel core i711370h,15.6,16.0,nvidia rtx 3050ti card 4gb,lap,512.0,0.0,https://btech.com/en/asus-tuf-dash-f15-fx516pe-hn019t-i7-11370h-white.html,1,1,23075.0,btech
74,amd ryzen 7 4800h 29  42 ghz,15.6,16.0,nvidia geforce rtx 3050 4gb,asus,512.0,0.0,https://btech.com/en/asus-tuf-a15-fa506ic-hn018t-laptop-amd-15-6-512gb.html,2,1,22670.0,btech
75,corei51135g7,13.3,8.0,intel iris x graphics,hp,512.0,0.0,https://btech.com/en/hp-pavilion-13-bb0011nelaptop-intel-irisx-graphics.html,2,1,18099.0,btech
76,ryzen 5 4500u,14.0,8.0,integrated amd radeon,dell,256.0,0.0,https://btech.com/en/dell-inspiron-7405-2-in-1-laptop-ryzen-5-4500u-14-in-256gb-8gb-amd-w10.html,2,1,15777.0,btech
77,intel core i5,15.6,8.0,nvidia geforce gtx 1650 4gb,dell,512.0,0.0,https://btech.com/en/dell-g15-5510-gaming-laptop-intel-core-i5-10500h-15-6-inch-512gb-ssd-8gb-ram-nvidia-geforce-gtx-1650-4gb-ubuntu-shadow-grey.html,1,0,16055.0,btech
78,intel core i51135g7,15.6,8.0,nvidia geforce mx350 2gb,lap,0.0,1000.0,https://btech.com/en/hp-15dw3042-laptop-mp8133.html,1,1,13626.0,btech
79,ايه amd ryzen 5 3450u,15.6,8.0,amd radeon giga gpu 8,lap,256.0,0.0,https://btech.com/en/dell-inspiron-3505-laptop-ryzen-5-3450u-15-6-inch-256-gb-ssd-8gb-ram-amd-radeon-8-gb-gpu-windows-10-black.html,1,1,11899.0,btech
80,intel core i31115g4,15.6,4.0,intel uhd graphics,dell,1000.0,0.0,https://btech.com/en/dell-vostro3510-4gb-quadcore-core-i3-intel-dos.html,1,1,9309.0,btech
81,intel core i51135g7  quad core,15.6,8.0,nvidia geforce mx350 2gb,dell,0.0,1000.0,https://btech.com/en/dell-vostro153510-laptop-ici51135g7.html,1,1,12672.0,btech
82,intel core i51135g7,15.6,4.0,nvidia geforce mx450 2gb,dell,0.0,1000.0,https://btech.com/en/dell-latitude3520-laptop-i51135g7-nvidia-geforce-mx450-2gb-1650310004.html,1,1,15199.0,btech
83,intel core i711800h,15.6,16.0,nvidia geforce rtx 3060 6gb,dell,1000.0,0.0,https://btech.com/en/dell-g15-5511-i7-11800h-1tb-16gb-ubuntu-gy.html,1,0,33099.0,btech
84,amd ryzen 7 4800h,15.6,16.0,nvidia geforce gtx 1650ti 4gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-3-15arh05-ryzen-7-4800h-1tb-512gb-16gb.html,2,0,23599.0,btech
85,intel core i510300h,15.6,16.0,nvidia geforce gtx 1650 4gb,lenovo,128.0,0.0,https://btech.com/en/lenovo-gaming-3-i5-10300h-1tb-128gb-16-bk.html,1,0,21199.0,btech
86,intel core i31005g1,15.6,4.0,intel sharedd,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-i3-1tb-4gb-bl.html,1,1,8999.0,btech
87,intel core i71165g7,14.5,16.0,nvidia geforce mx350 2gb,dell,1000.0,0.0,https://btech.com/en/dell-7400-i7-1165g7-1tb-ssd-16gb-win-10-sl.html,2,1,30899.0,btech
88,intel core i71165g7,15.6,8.0,nvidia mx350 2g,dell,0.0,1000.0,https://btech.com/en/dell-vostro-3510-i7-1tb-8gb-ubuntu-bk.html,1,1,16299.0,btech
89,intel core i710870h,15.6,16.0,nvidia geforce rtx 3050 4gb,dell,512.0,0.0,https://btech.com/en/dell-inspiron-i7-15-6-512-8-nvidia-grey.html,2,1,29499.0,btech
90,amd ryzen 7 5800h,16.0,16.0,nvidia geforce rtx 3070 8gb,lenovo,512.0,0.0,https://btech.com/en/lenovo-5-pro-ryzen-7-5800h-512gb-16gb-win-11.html,2,1,43899.0,btech
91,intel core i51135g7,15.6,4.0,nvidia mx 350 2g,dell,0.0,1000.0,https://btech.com/en/dell-vostro-3510-i5-15-6-1tb-4gb-ubuntu.html,1,1,13699.0,btech
92,intel core i31005g1,15.6,4.0,intel hd graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-15iml05-i3-1005g1-1tb-4gb.html,2,1,8999.0,btech
93,intel core i51135g7,14.0,8.0,intel iris xe graphics,lap,256.0,0.0,https://btech.com/en/dell-inspiron5406-i5-1135g7-256gb-8gb-gr.html,1,1,15333.0,btech
94,intel core i310110u,15.6,4.0,nvidia geforce mx130 2gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-3-15ilm05-i3-10110u-1tb-4gb-blue-1631789192.html,1,1,8760.0,btech
95,intel core i310110u,15.6,4.0,نفيديا جي فورس mx130 بسعة 2 جيجا بايت,15iml05،,0.0,1000.0,https://btech.com/en/lenovo-laptop-mouse-logitech-mpo28-1.html,1,1,8760.0,btech
96,i58265u,15.6,8.0,hd graphics,lenovo,256.0,0.0,https://btech.com/en/lenovo-thinkpadt590-laptop-i58265u-black.html,2,1,27199.0,btech
97,intel core i31005g1,14.1,4.0,intel uhd,lap,0.0,1000.0,https://btech.com/en/hp-240-g7-1l3l4ea-laptop-intel-core-i3-1005g1-14-1-inch-1tb-hdd-4gb-ram-intel-uhd-graphics-dos-black.html,1,1,7272.0,btech
98,amd ryzen 54500u,14.0,8.0,amd radeon graphics,lap,256.0,0.0,https://btech.com/en/msi-modern14b4mw-laptop-amd-r5-4500u-14-inch.html,1,1,11511.0,btech
99,intel core i51135g7,15.6,8.0,intel iris xe,lap,0.0,1000.0,https://btech.com/en/dell-vostro-3510-laptop-mp7123.html,1,1,12880.0,btech
100,intel core i51135g7,15.6,8.0,nvidia geforce mx350 2gb gddr5,hp,512.0,0.0,https://btech.com/en/hp-15-eg0061ne-i5-1135g7-512gb-8gb-teal.html,2,1,16199.0,btech
101,intel core i710750h,15.6,16.0,nvidia geforce rtx 2060 maxq 6gb,lenovo,1000.0,0.0,https://btech.com/en/lenovo-s7-15imh5-i7-10750h-1tb-16gb-dos.html,1,1,34399.0,btech
102,intel corei310110u 21 ghz,15.6,4.0,nvidia,lenovo,0.0,1000.0,https://btech.com/en/lenovo-ideapad-laptop-intel-i3-15-6-1tb-4gb.html,1,1,9199.0,btech
103,intel core i71165g7,13.3,8.0,intel iris xe graphics,hp,512.0,0.0,https://btech.com/en/hp-envy-13m-bd0033dx-i7-13-3-512-8-win10.html,2,1,25599.0,btech
104,intel core i51035g1  quad core,12.4,8.0,intel uhd graphics,microsoft,128.0,0.0,https://btech.com/en/microsoft-surfacego-mp39.html,2,1,13833.0,btech
105,intel core i71165g7 28 ghz,14.0,8.0,intel iris xe graphics,hp,512.0,0.0,https://btech.com/en/hp-pavilion-x360-laptop-intel-14-512gb.html,1,1,18299.0,btech
106,i710750h,15.6,16.0,nvidia geforce gtx 1660,dell,512.0,0.0,https://btech.com/en/dell-g5-5500-i7-10750h-512-ssd-16-win-10.html,2,0,29799.0,btech
107,microsoft sq 2,13.0,16.0,intel iris plus graphics,microsoft,256.0,0.0,https://btech.com/en/microsoft-surface-prox-laptop-sq2-256gb-ssd.html,2,1,40499.0,btech
108,intel core i51135g7,15.6,8.0,nvidia geforce mx350 2gb,lenovo,0.0,1000.0,https://btech.com/en/lenovo-idea-pad-3-15itl6-intel-dos-abyss-blue.html,1,1,12727.0,btech
109,amd ryzen53450u,15.6,8.0,amd radeon vega 8 graphics,dell,256.0,0.0,https://btech.com/en/dell-inspiron-3505-amd-ryzen5-3450u-256gb-8gb-blk.html,2,1,13999.0,btech
110,intel core i71165g7,15.6,8.0,intel iris xe,lenovo,256.0,0.0,https://btech.com/en/lenovo-ideapad-5-laptop-intel-iris-xe-dos-grey.html,1,1,15379.0,btech
111,amd ryzen 3 3200u,15.6,4.0,amd radeon vega 3 graphics,lenovo,0.0,1000.0,https://btech.com/en/lenovo-l340-15api-amd-3-3200u-1tb-blue.html,1,1,8799.0,btech
112,intel core i71165g7,14.0,16.0,intel iris xe graphics,huawei,512.0,0.0,https://btech.com/en/huawei-14-wfe9b-i7-1165g7-512gb-16gb-gy.html,2,1,26099.0,btech
113,intel core i51135g7,14.5,8.0,intel iris xe graphics integrated,dell,512.0,0.0,https://btech.com/en/dell-7400-i5-1135g7-512gb-ssd-8gb-win-10-sl.html,2,1,24899.0,btech
114,intel corei71065g7 13  39 ghz,14.0,8.0,intel iris xe graphics,infinix,512.0,0.0,https://btech.com/en/infinix-inbook-x2-laptop-intel-i7-14-512gb-8gb.html,2,1,13109.0,btech
115,intel core i51135g7,15.6,12.0,intel iris xe graphics,lenovo,256.0,0.0,https://btech.com/en/lenovo-id3-i5-256ssd-12-win11-plgrey.html,2,1,15099.0,btech
116,amd r74800h,15.6,16.0,amd rx5600m 6g,dell,512.0,0.0,https://btech.com/en/dell-g5-5505-gaming-laptop-amd-r7-4800h-15-6.html,2,0,27699.0,btech
117,ryzen 5 3500u,15.6,4.0,radeon vga,lenovo,0.0,1000.0,https://btech.com/en/lenovo-l340-15api-amd-3500u-1tb-4gb-blue-1646565208.html,1,1,10300.0,btech
118,intel core i31125g4,14.0,8.0,intel uhd graphics,hp,512.0,0.0,https://btech.com/en/hp-pavilionx360convertible14-dy0144ne-dos.html,1,1,12399.0,btech
119,amd ryzen 7 4700u,15.6,4.0,amd radeon graphics,hp,256.0,0.0,https://btech.com/en/hp-15s-eq1024ne-4gb-octacore-amd-dos.html,1,1,11199.0,btech
120,intel core i31115g4,14.0,4.0,intel uhd graphics,lap,256.0,0.0,https://btech.com/en/asus-x415ea-eb003w-laptop-i3-1115g4-14-inch-silver.html,1,1,8395.0,btech
121,intel core i51135g7,15.6,4.0,nvidia geforce mx350 2gb,hp,0.0,1000.0,https://btech.com/en/hp-15-dw3023ne-i5-1135g7-1tb-4gb-w10.html,2,1,13299.0,btech
122,amd ryzen 7 3700u  quad core,15.6,16.0,amd radeon vega 10 graphics,dell,512.0,0.0,https://btech.com/en/dell-vostro-153515-laptop-mp7m.html,1,1,13277.0,btech
123,intel core i510300h,15.6,8.0,amd radeon rx vega,lenovo,0.0,7.0,https://btech.com/en/lenovo-ideapad-l340-laptop-amd-r7-3700u-1tb.html,1,0,13099.0,btech
124,intel core i511300h,15.6,8.0,nvidia gtx1650 4g,lenovo,512.0,0.0,https://btech.com/en/lenovo-gaming-3-i5-11300h-512ssd-8gb-bk.html,2,0,18699.0,btech
125,amd ryzen 75800h,15.6,16.0,nvidia geforce rtx 3050,lenovo,2.0,0.0,https://btech.com/en/lenovo-lenovogaming3-16gb-octacore-nvidia-dos-1646924812.html,1,0,22364.0,btech
126,intel core i31115g4,15.6,4.0,intel uhd graphics,dell,0.0,1000.0,https://btech.com/en/dell-vostro-3500-i3-1115g4-1tb-4gb-ub-bk.html,1,1,9699.0,btech
127,amd ryzen 5 3500u  quad core,15.6,8.0,integrated amd radeon vega 8,lenovo,512.0,0.0,https://btech.com/en/lenovo-ideapad3-15ada6-laptop.html,1,1,11066.0,btech
128,amd ryzen 7 5800h  octa core,16.0,16.0,nvidia rtx 3060 6gb,lenovo,1000.0,0.0,https://btech.com/en/lenovo-legion5pro-16ach6h-laptop-mp163.html,1,0,34277.0,btech
129,amd,15.6,8.0,amd radeon,hp,256.0,0.0,https://btech.com/en/hp-15-ef2127wm-laptop-windows-11-silver.html,2,1,11399.0,btech
130,amd ryzen 5 3500u,15.6,4.0,amd radeon graphics,acer,0.0,1000.0,https://btech.com/en/acer-aspire3-a31523r43b-laptop-amdryzen53500u-silver.html,2,1,8499.0,btech
131,intel core i51035g1,15.6,8.0,intel uhd graphics,hp,0.0,1000.0,https://btech.com/en/hp-15-dw2063ne-i5-1035g1-1tb-8gb-sl-w10.html,2,1,12099.0,btech
132,intel core i51135g7,15.6,8.0,intel iris x graphics,hp,512.0,0.0,https://btech.com/en/hp-probook-450-g8-i5-1135g7-512gb-8gb-win-sl.html,2,1,17299.0,btech
133,intel core i51155g7  quad core,14.0,8.0,intel iris xe graphics,dell,8.0,0.0,https://btech.com/en/dell-inspiron-5410-laptop-mp233.html,2,1,14955.0,btech
134,intel core i7 1165g7,12.3,16.0,intel iris plus graphics,microsoft,512.0,0.0,https://btech.com/en/microsoft-surfacepro7plus1nd00006-laptop-12-3inch.html,2,1,51499.0,btech
135,amd ryzen 5 3450u,15.6,8.0,amd radeon vega 8 gpu,dell,512.0,0.0,https://btech.com/en/dell-inspiron3515-amdryzen5-3450u-15-6inch-ubuntu-black-1648636759.html,1,1,10329.0,btech
136,intel core i51035g7,13.5,8.0,intel iris plus graphics,microsoft,128.0,0.0,https://btech.com/en/microsoft-surface-laptop-3-pkh00013-13-5inch.html,2,1,27499.0,btech
137,intel core i31115g4  dual core,15.6,4.0,intel uhd graphics,dell,0.0,1000.0,https://btech.com/en/dell-vostro153510-laptop-ici31115g4.html,1,1,9051.0,btech
